source_type,id,context_screen,english,hungarian,needs_review
lexicon,lex_book,lesson:u08-l01,book,könyv,yes
lexicon,lex_film,lesson:u08-l01,film,film,yes
lexicon,lex_sport,lesson:u08-l01,sport,sport,yes
lexicon,lex_swim,lesson:u08-l01,swim,úszni,yes
lexicon,lex_dance,lesson:u08-l01,dance,táncolni,yes
lexicon,lex_sing,lesson:u08-l01,sing,énekelni,yes
lexicon,lex_play,lesson:u08-l01,play,játszani,yes
lexicon,lex_love,lesson:u08-l01,love,szeretni (nagyon),yes
lexicon,lex_enjoy,lesson:u08-l01,enjoy,élvezni,yes
lexicon,lex_favourite,lesson:u08-l02,favourite,kedvenc,yes
lexicon,lex_interesting,lesson:u08-l02,interesting,érdekes,yes
lexicon,lex_boring,lesson:u08-l02,boring,unalmas,yes
lexicon,lex_beautiful,lesson:u08-l02,beautiful,gyönyörű,yes
lexicon,lex_horse,lesson:u08-l02,horse,ló,yes
lexicon,lex_think,lesson:u08-l02,think,gondolni,yes
lexicon,lex_street,lesson:u09-l01,street,utca,yes
lexicon,lex_station,lesson:u09-l01,station,állomás / megálló,yes
lexicon,lex_bus,lesson:u09-l01,bus,busz,yes
lexicon,lex_train,lesson:u09-l01,train,vonat,yes
lexicon,lex_car,lesson:u09-l01,car,autó,yes
lexicon,lex_taxi,lesson:u09-l01,taxi,taxi,yes
lexicon,lex_ticket,lesson:u09-l02,ticket,jegy,yes
lexicon,lex_platform,lesson:u09-l02,platform,vágány / peron,yes
lexicon,lex_left,lesson:u09-l01,left,bal,yes
lexicon,lex_right,lesson:u09-l01,right,jobb,yes
lexicon,lex_straight,lesson:u09-l01,straight,egyenesen,yes
lexicon,lex_near,lesson:u09-l01,near,közel,yes
lexicon,lex_far,lesson:u09-l01,far,messze,yes
lexicon,lex_first,lesson:u09-l01,first,először,yes
lexicon,lex_then,lesson:u09-l01,then,aztán,yes
lexicon,lex_turn,lesson:u09-l01,turn,fordulni,yes
lexicon,lex_restaurant,lesson:u10-l01,restaurant,étterem,yes
lexicon,lex_hotel,lesson:u10-l02,hotel,szálloda / hotel,yes
lexicon,lex_menu,lesson:u10-l01,menu,étlap,yes
lexicon,lex_table,lesson:u10-l01,table,asztal,yes
lexicon,lex_bill,lesson:u10-l01,bill,számla,yes
lexicon,lex_order,lesson:u10-l01,order,rendelni,yes
lexicon,lex_key,lesson:u10-l02,key,kulcs,yes
lexicon,lex_help,lesson:u10-l01,help,segíteni / segítség,yes
lexicon,lex_problem,lesson:u10-l02,problem,probléma / gond,yes
lexicon,lex_excuse_me,lesson:u10-l01,excuse me,elnézést,yes
lexicon,lex_lesson,lesson:u11-l01,lesson,óra / lecke,yes
lexicon,lex_camera,lesson:u11-l01,camera,kamera,yes
lexicon,lex_microphone,lesson:u11-l01,microphone,mikrofon,yes
lexicon,lex_screen,lesson:u11-l01,screen,képernyő,yes
lexicon,lex_computer,lesson:u11-l01,computer,számítógép,yes
lexicon,lex_internet,lesson:u11-l01,internet,internet,yes
lexicon,lex_start,lesson:u11-l01,start,kezdeni / indítani,yes
lexicon,lex_turn_on,lesson:u11-l01,turn on,bekapcsolni,yes
lexicon,lex_turn_off,lesson:u11-l01,turn off,kikapcsolni,yes
lexicon,lex_click,lesson:u11-l02,click,kattintani,yes
lexicon,lex_ready,lesson:u11-l01,ready,kész,yes
lexicon,lex_excellent,lesson:u11-l01,excellent,kiváló,yes
lexicon,lex_student,lesson:u11-l01,student,diák / tanuló,yes
lexicon,lex_was,lesson:u12-l01,was,voltam / volt,yes
lexicon,lex_went,lesson:u12-l01,went,ment (megy múlt),yes
lexicon,lex_saw,lesson:u12-l01,saw,látott (lát múlt),yes
lexicon,lex_visit,lesson:u12-l01,visit,meglátogatni,yes
lexicon,lex_last_week,lesson:u12-l01,last week,múlt héten,yes
lexicon,lex_ago,lesson:u12-l02,ago,ezelőtt,yes
lexicon,lex_holiday,lesson:u12-l02,holiday,nyaralás / szabadság,yes
lexicon,lex_travel,lesson:u13-l01,travel,utazni / utazás,yes
lexicon,lex_trip,lesson:u13-l01,trip,kirándulás / út,yes
lexicon,lex_luggage,lesson:u13-l02,luggage,poggyász,yes
lexicon,lex_suitcase,lesson:u13-l02,suitcase,bőrönd,yes
lexicon,lex_passport,lesson:u13-l02,passport,útlevél,yes
lexicon,lex_need,lesson:u13-l01,need,kell / szüksége van,yes
lexicon,lex_bring,lesson:u13-l02,bring,hozni,yes
lexicon,lex_airport,lesson:u14-l01,airport,reptér,yes
lexicon,lex_flight,lesson:u14-l01,flight,járat / repülés,yes
lexicon,lex_gate,lesson:u14-l01,gate,kapu (reptér),yes
lexicon,lex_check_in,lesson:u14-l01,check-in,check-in / becsekkolás,yes
lexicon,lex_security,lesson:u14-l01,security,biztonsági ellenőrzés,yes
lexicon,lex_boarding,lesson:u14-l02,boarding,beszállás,yes
lexicon,lex_seat,lesson:u14-l02,seat,ülés / hely,yes
lexicon,lex_late,lesson:u14-l02,late,késő / késésben,yes
lexicon,lex_desk,lesson:u14-l01,desk,pult,yes
lexicon,lex_plane,lesson:u15-l01,plane,repülő,yes
lexicon,lex_afraid,lesson:u15-l01,afraid,fél (vmitől),yes
lexicon,lex_nervous,lesson:u15-l01,nervous,ideges,yes
lexicon,lex_scared,lesson:u15-l01,scared,megijedt / fél,yes
lexicon,lex_calm,lesson:u15-l01,calm,nyugodt,yes
lexicon,lex_blanket,lesson:u15-l01,blanket,takaró,yes
lexicon,lex_toilet,lesson:u15-l01,toilet,mosdó / wc,yes
lexicon,lex_land,lesson:u15-l02,land,landolni / leszállni,yes
lexicon,lex_safe,lesson:u15-l01,safe,biztonságos,yes
lexicon,lex_okay,lesson:u15-l01,okay,rendben / oké,yes
lexicon,lex_tired,lesson:u16-l01,tired,fáradt,yes
lexicon,lex_glad,lesson:u16-l01,glad,örül,yes
lexicon,lex_welcome,lesson:u16-l01,welcome,szívesen / üdvözöllek,yes
lexicon,lex_together,lesson:u16-l01,together,együtt,yes
lexicon,lex_one,lesson:u01-l02,one,egy,yes
lexicon,lex_two,lesson:u01-l02,two,kettő,yes
lexicon,lex_three,lesson:u01-l02,three,három,yes
lexicon,lex_four,lesson:u01-l02,four,négy,yes
lexicon,lex_five,lesson:u01-l02,five,öt,yes
lexicon,lex_six,lesson:u01-l02,six,hat,yes
lexicon,lex_seven,lesson:u01-l02,seven,hét (szám),yes
lexicon,lex_eight,lesson:u01-l02,eight,nyolc,yes
lexicon,lex_nine,lesson:u01-l02,nine,kilenc,yes
lexicon,lex_ten,lesson:u01-l02,ten,tíz,yes
lexicon,lex_eleven,lesson:u06-l01,eleven,tizenegy,yes
lexicon,lex_twelve,lesson:u06-l01,twelve,tizenkettő,yes
lexicon,lex_twenty,lesson:u06-l01,twenty,húsz,yes
lexicon,lex_thirty,lesson:u06-l01,thirty,harminc,yes
lexicon,lex_hundred,lesson:u06-l01,hundred,száz,yes
lexicon,lex_red,lesson:u08-l02,red,piros,yes
lexicon,lex_blue,lesson:u08-l02,blue,kék,yes
lexicon,lex_green,lesson:u08-l02,green,zöld,yes
lexicon,lex_white,lesson:u08-l02,white,fehér,yes
lexicon,lex_black,lesson:u08-l02,black,fekete,yes
lexicon,lex_zero,lesson:u06-l01,zero,nulla,yes
lexicon,lex_thirteen,lesson:u06-l01,thirteen,tizenhárom,yes
lexicon,lex_fourteen,lesson:u06-l01,fourteen,tizennégy,yes
lexicon,lex_fifteen,lesson:u06-l01,fifteen,tizenöt,yes
lexicon,lex_sixteen,lesson:u06-l01,sixteen,tizenhat,yes
lexicon,lex_seventeen,lesson:u06-l01,seventeen,tizenhét,yes
lexicon,lex_eighteen,lesson:u06-l01,eighteen,tizennyolc,yes
lexicon,lex_nineteen,lesson:u06-l01,nineteen,tizenkilenc,yes
lexicon,lex_forty,lesson:u06-l01,forty,negyven,yes
lexicon,lex_fifty,lesson:u06-l01,fifty,ötven,yes
lexicon,lex_sixty,lesson:u06-l01,sixty,hatvan,yes
lexicon,lex_seventy,lesson:u06-l01,seventy,hetven,yes
lexicon,lex_eighty,lesson:u06-l01,eighty,nyolcvan,yes
lexicon,lex_ninety,lesson:u06-l01,ninety,kilencven,yes
lexicon,lex_thousand,lesson:u06-l01,thousand,ezer,yes
lexicon,lex_second,lesson:u09-l01,second,második,yes
lexicon,lex_third,lesson:u09-l01,third,harmadik,yes
lexicon,lex_number,lesson:u06-l01,number,szám,yes
lexicon,lex_o_clock,lesson:u06-l01,o'clock,óra (pontos idő),yes
lexicon,lex_half,lesson:u06-l01,half,fél,yes
lexicon,lex_quarter,lesson:u06-l01,quarter,negyed,yes
lexicon,lex_early,lesson:u06-l01,early,korán,yes
lexicon,lex_now,lesson:u06-l01,now,most,yes
lexicon,lex_soon,lesson:u06-l01,soon,hamarosan,yes
lexicon,lex_before,lesson:u06-l01,before,előtt,yes
lexicon,lex_after,lesson:u06-l01,after,után,yes
lexicon,lex_date,lesson:u06-l01,date,dátum,yes
lexicon,lex_january,lesson:u06-l01,January,január,yes
lexicon,lex_february,lesson:u06-l01,February,február,yes
lexicon,lex_march,lesson:u06-l01,March,március,yes
lexicon,lex_april,lesson:u06-l01,April,április,yes
lexicon,lex_may,lesson:u06-l01,May,május,yes
lexicon,lex_june,lesson:u06-l01,June,június,yes
lexicon,lex_july,lesson:u06-l01,July,július,yes
lexicon,lex_august,lesson:u06-l01,August,augusztus,yes
lexicon,lex_september,lesson:u06-l01,September,szeptember,yes
lexicon,lex_october,lesson:u06-l01,October,október,yes
lexicon,lex_november,lesson:u06-l01,November,november,yes
lexicon,lex_december,lesson:u06-l01,December,december,yes
lexicon,lex_body,lesson:u04-l02,body,test,yes
lexicon,lex_head,lesson:u04-l02,head,fej,yes
lexicon,lex_face,lesson:u04-l02,face,arc,yes
lexicon,lex_eye,lesson:u04-l02,eye,szem,yes
lexicon,lex_ear,lesson:u04-l02,ear,fül,yes
lexicon,lex_nose,lesson:u04-l02,nose,orr,yes
lexicon,lex_mouth,lesson:u04-l02,mouth,száj,yes
lexicon,lex_hair,lesson:u04-l02,hair,haj,yes
lexicon,lex_hand,lesson:u04-l02,hand,kéz,yes
lexicon,lex_arm,lesson:u04-l02,arm,kar,yes
lexicon,lex_leg,lesson:u04-l02,leg,láb (comb),yes
lexicon,lex_foot,lesson:u04-l02,foot,lábfej,yes
lexicon,lex_tooth,lesson:u04-l02,tooth,fog,yes
lexicon,lex_doctor,lesson:u10-l02,doctor,orvos,yes
lexicon,lex_nurse,lesson:u10-l02,nurse,nővér (ápoló),yes
lexicon,lex_hospital,lesson:u10-l02,hospital,kórház,yes
lexicon,lex_medicine,lesson:u10-l02,medicine,gyógyszer,yes
lexicon,lex_ill,lesson:u10-l02,ill,beteg,yes
lexicon,lex_sick,lesson:u10-l02,sick,beteg / rosszul,yes
lexicon,lex_pain,lesson:u10-l02,pain,fájdalom,yes
lexicon,lex_better,lesson:u10-l02,better,jobban / jobb,yes
lexicon,lex_rest,lesson:u10-l02,rest,pihenés / pihenni,yes
lexicon,lex_hurt,lesson:u10-l02,hurt,fájni,yes
lexicon,lex_clothes,lesson:u13-l02,clothes,ruhák,yes
lexicon,lex_shirt,lesson:u13-l02,shirt,ing,yes
lexicon,lex_trousers,lesson:u13-l02,trousers,nadrág,yes
lexicon,lex_dress,lesson:u13-l02,dress,ruha (női),yes
lexicon,lex_shoes,lesson:u13-l02,shoes,cipő,yes
lexicon,lex_coat,lesson:u13-l02,coat,kabát,yes
lexicon,lex_hat,lesson:u13-l02,hat,kalap / sapka,yes
lexicon,lex_jacket,lesson:u13-l02,jacket,dzseki,yes
lexicon,lex_wear,lesson:u13-l02,wear,viselni,yes
lexicon,lex_window,lesson:u04-l02,window,ablak,yes
lexicon,lex_door,lesson:u04-l02,door,ajtó,yes
lexicon,lex_chair,lesson:u04-l02,chair,szék,yes
lexicon,lex_bed,lesson:u04-l02,bed,ágy,yes
lexicon,lex_sofa,lesson:u04-l02,sofa,kanapé,yes
lexicon,lex_wall,lesson:u04-l02,wall,fal,yes
lexicon,lex_floor,lesson:u04-l02,floor,padló / emelet,yes
lexicon,lex_bathroom,lesson:u04-l02,bathroom,fürdőszoba,yes
lexicon,lex_bedroom,lesson:u04-l02,bedroom,hálószoba,yes
lexicon,lex_television,lesson:u04-l02,television,televízió,yes
lexicon,lex_fridge,lesson:u04-l02,fridge,hűtő,yes
lexicon,lex_lamp,lesson:u04-l02,lamp,lámpa,yes
lexicon,lex_flat,lesson:u04-l02,flat,lakás,yes
lexicon,lex_rice,lesson:u05-l01,rice,rizs,yes
lexicon,lex_potato,lesson:u05-l01,potato,burgonya,yes
lexicon,lex_tomato,lesson:u05-l01,tomato,paradicsom,yes
lexicon,lex_onion,lesson:u05-l01,onion,hagyma,yes
lexicon,lex_chicken,lesson:u05-l01,chicken,csirke,yes
lexicon,lex_salad,lesson:u05-l01,salad,saláta,yes
lexicon,lex_sugar,lesson:u05-l01,sugar,cukor,yes
lexicon,lex_salt,lesson:u05-l01,salt,só,yes
lexicon,lex_butter,lesson:u05-l01,butter,vaj,yes
lexicon,lex_chocolate,lesson:u05-l01,chocolate,csokoládé,yes
lexicon,lex_orange,lesson:u05-l01,orange,narancs,yes
lexicon,lex_banana,lesson:u05-l01,banana,banán,yes
lexicon,lex_sandwich,lesson:u05-l01,sandwich,szendvics,yes
lexicon,lex_juice,lesson:u05-l01,juice,gyümölcslé,yes
lexicon,lex_wine,lesson:u05-l02,wine,bor,yes
lexicon,lex_dessert,lesson:u05-l02,dessert,desszert,yes
lexicon,lex_hungry,lesson:u05-l01,hungry,éhes,yes
lexicon,lex_thirsty,lesson:u05-l01,thirsty,szomjas,yes
lexicon,lex_delicious,lesson:u05-l02,delicious,finom,yes
lexicon,lex_taste,lesson:u05-l02,taste,íz / ízlelni,yes
lexicon,lex_town,lesson:u09-l01,town,kisváros,yes
lexicon,lex_village,lesson:u09-l01,village,falu,yes
lexicon,lex_road,lesson:u09-l01,road,út,yes
lexicon,lex_bank,lesson:u09-l01,bank,bank,yes
lexicon,lex_park,lesson:u09-l01,park,park,yes
lexicon,lex_church,lesson:u09-l01,church,templom,yes
lexicon,lex_school,lesson:u09-l01,school,iskola,yes
lexicon,lex_market,lesson:u09-l01,market,piac,yes
lexicon,lex_supermarket,lesson:u09-l01,supermarket,szupermarket,yes
lexicon,lex_cinema,lesson:u09-l01,cinema,mozi,yes
lexicon,lex_museum,lesson:u09-l01,museum,múzeum,yes
lexicon,lex_square,lesson:u09-l01,square,tér,yes
lexicon,lex_bridge,lesson:u09-l01,bridge,híd,yes
lexicon,lex_library,lesson:u09-l01,library,könyvtár,yes
lexicon,lex_pharmacy,lesson:u10-l02,pharmacy,gyógyszertár,yes
lexicon,lex_centre,lesson:u09-l01,centre,központ,yes
lexicon,lex_place,lesson:u09-l01,place,hely,yes
lexicon,lex_corner,lesson:u09-l01,corner,sarok,yes
lexicon,lex_tree,lesson:u06-l02,tree,fa,yes
lexicon,lex_flower,lesson:u06-l02,flower,virág,yes
lexicon,lex_sea,lesson:u06-l02,sea,tenger,yes
lexicon,lex_river,lesson:u06-l02,river,folyó,yes
lexicon,lex_lake,lesson:u06-l02,lake,tó,yes
lexicon,lex_mountain,lesson:u06-l02,mountain,hegy,yes
lexicon,lex_beach,lesson:u06-l02,beach,strand / tengerpart,yes
lexicon,lex_sky,lesson:u06-l02,sky,ég,yes
lexicon,lex_sun,lesson:u06-l02,sun,nap (égitest),yes
lexicon,lex_rain,lesson:u06-l02,rain,eső,yes
lexicon,lex_snow,lesson:u06-l02,snow,hó,yes
lexicon,lex_wind,lesson:u06-l02,wind,szél,yes
lexicon,lex_cloud,lesson:u06-l02,cloud,felhő,yes
lexicon,lex_cloudy,lesson:u06-l02,cloudy,felhős,yes
lexicon,lex_windy,lesson:u06-l02,windy,szeles,yes
lexicon,lex_wet,lesson:u06-l02,wet,nedves / esős,yes
lexicon,lex_dry,lesson:u06-l02,dry,száraz,yes
lexicon,lex_animal,lesson:u08-l02,animal,állat,yes
lexicon,lex_dog,lesson:u08-l02,dog,kutya,yes
lexicon,lex_cat,lesson:u08-l02,cat,macska,yes
lexicon,lex_bird,lesson:u08-l02,bird,madár,yes
lexicon,lex_cow,lesson:u08-l02,cow,tehén,yes
lexicon,lex_job,lesson:u03-l02,job,állás / munka,yes
lexicon,lex_driver,lesson:u03-l02,driver,sofőr,yes
lexicon,lex_engineer,lesson:u03-l02,engineer,mérnök,yes
lexicon,lex_manager,lesson:u03-l02,manager,vezető / menedzser,yes
lexicon,lex_artist,lesson:u03-l02,artist,művész,yes
lexicon,lex_baby,lesson:u02-l01,baby,baba,yes
lexicon,lex_cousin,lesson:u02-l01,cousin,unokatestvér,yes
lexicon,lex_grandparents,lesson:u02-l01,grandparents,nagyszülők,yes
lexicon,lex_people,lesson:u02-l01,people,emberek,yes
lexicon,lex_man,lesson:u02-l01,man,férfi,yes
lexicon,lex_woman,lesson:u02-l01,woman,nő,yes
lexicon,lex_girl,lesson:u02-l01,girl,lány,yes
lexicon,lex_boy,lesson:u02-l01,boy,fiú,yes
lexicon,lex_person,lesson:u02-l01,person,személy,yes
lexicon,lex_open,lesson:u09-l01,open,kinyitni,yes
lexicon,lex_close,lesson:u09-l01,close,becsukni,yes
lexicon,lex_stop,lesson:u09-l01,stop,megállni / abbahagyni,yes
lexicon,lex_give,lesson:u05-l02,give,adni,yes
lexicon,lex_take,lesson:u09-l01,take,venni / vinni,yes
lexicon,lex_put,lesson:u04-l01,put,tenni,yes
lexicon,lex_get,lesson:u04-l01,get,kapni / szerezni,yes
lexicon,lex_find,lesson:u09-l01,find,megtalálni,yes
lexicon,lex_know,lesson:u07-l02,know,tudni / ismerni,yes
lexicon,lex_ask,lesson:u07-l02,ask,kérdezni,yes
lexicon,lex_answer,lesson:u07-l02,answer,válaszolni,yes
lexicon,lex_tell,lesson:u07-l02,tell,mondani (vkinek),yes
lexicon,lex_say,lesson:u07-l02,say,mondani,yes
lexicon,lex_show,lesson:u09-l01,show,megmutatni,yes
lexicon,lex_use,lesson:u11-l02,use,használni,yes
lexicon,lex_pay,lesson:u05-l02,pay,fizetni,yes
lexicon,lex_send,lesson:u07-l02,send,küldeni,yes
lexicon,lex_carry,lesson:u13-l02,carry,cipelni / vinni,yes
lexicon,lex_wash,lesson:u04-l01,wash,mosni / mosakodni,yes
lexicon,lex_clean,lesson:u04-l01,clean,takarítani / tiszta,yes
lexicon,lex_stay,lesson:u13-l01,stay,maradni,yes
lexicon,lex_leave,lesson:u13-l01,leave,elmenni / elhagyni,yes
lexicon,lex_arrive,lesson:u13-l01,arrive,megérkezni,yes
lexicon,lex_drive,lesson:u09-l02,drive,vezetni (autót),yes
lexicon,lex_fly,lesson:u15-l01,fly,repülni,yes
lexicon,lex_run,lesson:u08-l01,run,futni,yes
lexicon,lex_sit,lesson:u04-l01,sit,ülni,yes
lexicon,lex_stand,lesson:u04-l01,stand,állni,yes
lexicon,lex_look,lesson:u04-l02,look,nézni,yes
lexicon,lex_listen,lesson:u08-l01,listen,hallgatni,yes
lexicon,lex_write,lesson:u11-l01,write,írni,yes
lexicon,lex_learn,lesson:u11-l01,learn,tanulni,yes
lexicon,lex_teach,lesson:u11-l01,teach,tanítani,yes
lexicon,lex_remember,lesson:u12-l02,remember,emlékezni,yes
lexicon,lex_feel,lesson:u15-l01,feel,érezni,yes
lexicon,lex_hope,lesson:u16-l01,hope,remélni,yes
lexicon,lex_try,lesson:u12-l02,try,megpróbálni,yes
lexicon,lex_begin,lesson:u11-l01,begin,elkezdeni,yes
lexicon,lex_finish,lesson:u11-l01,finish,befejezni,yes
lexicon,lex_change,lesson:u09-l02,change,változtatni / átszállni,yes
lexicon,lex_sell,lesson:u05-l02,sell,eladni,yes
lexicon,lex_big,lesson:u03-l02,big,nagy,yes
lexicon,lex_small,lesson:u03-l02,small,kicsi,yes
lexicon,lex_long,lesson:u03-l02,long,hosszú,yes
lexicon,lex_new,lesson:u03-l02,new,új,yes
lexicon,lex_bad,lesson:u03-l02,bad,rossz,yes
lexicon,lex_sad,lesson:u15-l01,sad,szomorú,yes
lexicon,lex_easy,lesson:u08-l02,easy,könnyű,yes
lexicon,lex_difficult,lesson:u08-l02,difficult,nehéz (bonyolult),yes
lexicon,lex_hard,lesson:u08-l02,hard,nehéz / kemény,yes
lexicon,lex_fast,lesson:u09-l02,fast,gyors,yes
lexicon,lex_slow,lesson:u09-l02,slow,lassú,yes
lexicon,lex_high,lesson:u09-l01,high,magas (tárgy),yes
lexicon,lex_dirty,lesson:u04-l02,dirty,piszkos,yes
lexicon,lex_expensive,lesson:u05-l02,expensive,drága,yes
lexicon,lex_cheap,lesson:u05-l02,cheap,olcsó,yes
lexicon,lex_important,lesson:u08-l02,important,fontos,yes
lexicon,lex_different,lesson:u08-l02,different,különböző / más,yes
lexicon,lex_same,lesson:u08-l02,same,ugyanaz,yes
lexicon,lex_lovely,lesson:u08-l02,lovely,kedves / bájos,yes
lexicon,lex_friendly,lesson:u03-l02,friendly,barátságos,yes
lexicon,lex_quiet,lesson:u08-l02,quiet,csendes,yes
lexicon,lex_loud,lesson:u08-l02,loud,hangos,yes
lexicon,lex_dark,lesson:u06-l02,dark,sötét,yes
lexicon,lex_light,lesson:u06-l02,light,világos / könnyű,yes
lexicon,lex_full,lesson:u05-l02,full,tele,yes
lexicon,lex_empty,lesson:u05-l02,empty,üres,yes
lexicon,lex_wrong,lesson:u07-l02,wrong,rossz / helytelen,yes
lexicon,lex_strong,lesson:u08-l02,strong,erős,yes
lexicon,lex_angry,lesson:u16-l01,angry,mérges,yes
lexicon,lex_surprised,lesson:u16-l01,surprised,meglepett,yes
lexicon,lex_excited,lesson:u16-l01,excited,izgatott,yes
lexicon,lex_yellow,lesson:u08-l02,yellow,sárga,yes
lexicon,lex_brown,lesson:u08-l02,brown,barna,yes
lexicon,lex_grey,lesson:u08-l02,grey,szürke,yes
lexicon,lex_pink,lesson:u08-l02,pink,rózsaszín,yes
lexicon,lex_here,lesson:u09-l01,here,itt,yes
lexicon,lex_there,lesson:u09-l01,there,ott,yes
lexicon,lex_too,lesson:u08-l02,too,is / túl,yes
lexicon,lex_also,lesson:u08-l02,also,szintén,yes
lexicon,lex_only,lesson:u08-l02,only,csak,yes
lexicon,lex_maybe,lesson:u06-l02,maybe,talán,yes
lexicon,lex_really,lesson:u08-l02,really,tényleg,yes
lexicon,lex_just,lesson:u07-l02,just,épp / csak,yes
lexicon,lex_about,lesson:u08-l02,about,-ról / -ről / kb.,yes
lexicon,lex_up,lesson:u09-l01,up,fel,yes
lexicon,lex_down,lesson:u09-l01,down,le,yes
lexicon,lex_out,lesson:u04-l01,out,ki / kint,yes
lexicon,lex_with,lesson:u02-l02,with,-val / -vel,yes
lexicon,lex_for,lesson:u05-l02,for,-nak / -ért,yes
lexicon,lex_at,lesson:u06-l01,at,-nál / -kor,yes
lexicon,lex_to,lesson:u09-l01,to,-hoz / -ba,yes
lexicon,lex_of,lesson:u07-l02,of,-nak a ...,yes
lexicon,lex_by,lesson:u09-l02,by,-val (közlekedés) / mellett,yes
lexicon,lex_over,lesson:u09-l01,over,fölött / vége,yes
lexicon,lex_behind,lesson:u09-l01,behind,mögött,yes
lexicon,lex_cost,lesson:u05-l02,cost,kerülni (vmennyibe),yes
lexicon,lex_euro,lesson:u05-l02,euro,euró,yes
lexicon,lex_card,lesson:u05-l02,card,kártya,yes
lexicon,lex_cash,lesson:u05-l02,cash,készpénz,yes
lexicon,lex_bag,lesson:u13-l02,bag,táska,yes
lexicon,lex_map,lesson:u09-l01,map,térkép,yes
lexicon,lex_tourist,lesson:u13-l01,tourist,turista,yes
lexicon,lex_journey,lesson:u13-l01,journey,utazás / út,yes
lexicon,lex_guide,lesson:u13-l01,guide,idegenvezető / útmutató,yes
lexicon,lex_email,lesson:u11-l02,email,e-mail,yes
lexicon,lex_video,lesson:u07-l02,video,videó,yes
lexicon,lex_mobile,lesson:u11-l02,mobile,mobil(telefon),yes
lexicon,lex_app,lesson:u11-l02,app,alkalmazás / app,yes
lexicon,lex_word,lesson:u11-l01,word,szó,yes
lexicon,lex_question,lesson:u11-l01,question,kérdés,yes
lexicon,lex_pen,lesson:u11-l01,pen,toll,yes
lexicon,lex_pencil,lesson:u11-l01,pencil,ceruza,yes
lexicon,lex_paper,lesson:u11-l01,paper,papír,yes
lexicon,lex_page,lesson:u11-l01,page,oldal,yes
lexicon,lex_classroom,lesson:u11-l01,classroom,osztályterem,yes
lexicon,lex_homework,lesson:u11-l01,homework,házi feladat,yes
lexicon,lex_sure,lesson:u06-l02,sure,persze,yes
lexicon,lex_of_course,lesson:u10-l01,of course,természetesen,yes
lexicon,lex_welcome_back,lesson:u16-l01,welcome back,üdv újra,yes
lexicon,lex_good_luck,lesson:u16-l01,good luck,sok sikert,yes
lexicon,lex_congratulations,lesson:u16-l01,congratulations,gratulálok,yes
lexicon,lex_when,lesson:u06-l01,when,mikor,yes
lexicon,lex_why,lesson:u08-l02,why,miért,yes
lexicon,lex_which,lesson:u09-l02,which,melyik,yes
lexicon,lex_thing,lesson:u07-l02,thing,dolog,yes
lexicon,lex_way,lesson:u09-l01,way,út / mód,yes
lexicon,lex_part,lesson:u08-l02,part,rész,yes
lexicon,lex_side,lesson:u09-l01,side,oldal,yes
lexicon,lex_end,lesson:u12-l02,end,vég,yes
lexicon,lex_group,lesson:u16-l01,group,csoport,yes
lexicon,lex_story,lesson:u08-l01,story,történet,yes
lexicon,lex_song,lesson:u08-l01,song,dal,yes
lexicon,lex_game,lesson:u08-l01,game,játék,yes
lexicon,lex_party,lesson:u16-l01,party,buli / parti,yes
lexicon,lex_present,lesson:u16-l01,present,ajándék,yes
lexicon,lex_photo,lesson:u08-l01,photo,fénykép,yes
lexicon,lex_picture,lesson:u08-l01,picture,kép,yes
lexicon,lex_letter,lesson:u07-l02,letter,levél / betű,yes
lexicon,lex_news,lesson:u07-l02,news,hír(ek),yes
lexicon,lex_idea,lesson:u06-l02,idea,ötlet,yes
lexicon,lex_office,lesson:u09-l01,office,iroda,yes
lexicon,lex_building,lesson:u09-l01,building,épület,yes
lexicon,lex_box,lesson:u05-l02,box,doboz,yes
lexicon,lex_bottle,lesson:u05-l02,bottle,üveg (palack),yes
lexicon,lex_glass,lesson:u05-l02,glass,pohár,yes
lexicon,lex_plate,lesson:u05-l02,plate,tányér,yes
lexicon,lex_knife,lesson:u05-l02,knife,kés,yes
lexicon,lex_spoon,lesson:u05-l02,spoon,kanál,yes
lexicon,lex_fork,lesson:u05-l02,fork,villa,yes
lexicon,lex_meal,lesson:u05-l01,meal,étkezés,yes
lexicon,lex_snack,lesson:u05-l01,snack,nasi / snack,yes
lexicon,lex_cafe,lesson:u10-l01,cafe,kávézó,yes
lexicon,lex_clock,lesson:u06-l01,clock,óra (fali),yes
lexicon,lex_umbrella,lesson:u06-l02,umbrella,esernyő,yes
lexicon,lex_colour,lesson:u08-l02,colour,szín,yes
lexicon,lex_birthday,lesson:u16-l01,birthday,születésnap,yes
lexicon,lex_talk,lesson:u07-l02,talk,beszélgetni,yes
lexicon,lex_smile,lesson:u16-l01,smile,mosolyogni,yes
lexicon,lex_laugh,lesson:u16-l01,laugh,nevetni,yes
lexicon,lex_jump,lesson:u08-l01,jump,ugrani,yes
lexicon,lex_draw,lesson:u08-l01,draw,rajzolni,yes
lexicon,lex_paint,lesson:u08-l01,paint,festeni,yes
lexicon,lex_cut,lesson:u05-l02,cut,vágni,yes
lexicon,lex_catch,lesson:u09-l02,catch,elkapni / elérni,yes
lexicon,lex_win,lesson:u08-l01,win,nyerni,yes
lexicon,lex_invite,lesson:u16-l01,invite,meghívni,yes
lexicon,lex_fill,lesson:u10-l02,fill,megtölteni / kitölteni,yes
